#,プロジェクト,トラッカー,親チケット,親チケットの題名,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,合計予定工数,進捗率,作成日,終了日,最終更新者,関連するチケット,ファイル,実開始日,実終了日,残工数(Lychee),合計残工数(Lychee),プライベート,説明,最新のコメント
172774,業務アシスタント-制御設計サポートAI,タスク,169517,No25_【実装】空フォーマットへの転記時体裁調整処理作成,終了,通常,②区分～範囲制限列の体裁調整処理実装,Aさん,"",2025/06/17 12:47,"",Sprint♯25,2025/05/28,2025/06/10,"","",80,2025/06/05 09:20,2025/06/17 12:47,Aさん,"","",2025/06/06,2025/06/17,0.00,0.00,いいえ,"",""
172773,業務アシスタント-制御設計サポートAI,タスク,169517,No25_【実装】空フォーマットへの転記時体裁調整処理作成,終了,通常,①項目名記入開始列～終了列の体裁調整処理実装,Aさん,"",2025/06/17 12:47,"",Sprint♯25,2025/05/28,2025/06/10,"","",80,2025/06/05 09:18,2025/06/17 12:47,Aさん,"","",2025/06/05,2025/06/17,0.00,0.00,いいえ,"",""
172622,O-Beya（マルチエージェント）,タスク,171455,会話内容をもとにシートに書きだすシステム：技術調査,フィードバック,通常,なぜなぜシートのExcelに書き込む処理を検討,Eさん,Gさん,2025/06/11 09:51,"",Sprint#21,2025/05/28,2025/06/10,"","",0,2025/06/04 14:11,"",Eさん,"","",2025/06/09,"","","",いいえ,"pandasまたはopenpyxlを使用?
罫線作成, セル結合が可能か調査",openpyxlで罫線が引けることとセル結合ができることを確認
172620,O-Beya（マルチエージェント）,タスク,171180,会話内容をもとにシートに書きだすシステム：要件定義～仕様検討,フィードバック,通常,O-Beyaでの会話後になぜなぜシートへ変換する処理の検討,Eさん,Eさん,2025/06/10 09:04,"",Sprint#21,2025/05/28,2025/06/10,"","",0,2025/06/04 14:10,"",Eさん,"","",2025/06/06,"","","",いいえ,"入力は何にするか
　会話履歴のツリーをjson化したもの？
出力は何にするか
　なぜなぜシートに書き込むための情報を含むjson？
　　具体的にどんなキーを持ち、どんな構造か",2025/06/06 野村さんに共有済
172619,O-Beya（マルチエージェント）,タスク,171180,会話内容をもとにシートに書きだすシステム：要件定義～仕様検討,フィードバック,通常,現状のO-Beyaでどこまでできるか手動で検討,Eさん,Eさん,2025/06/10 09:04,"",Sprint#21,2025/05/28,2025/06/10,"","",0,2025/06/04 14:10,"",Eさん,"","",2025/06/04,"","","",いいえ,"",2025/6/9 大西さんに確認済。詳細に記述。
172569,データ化ツール,タスク,"","",新規,通常,【M365Copilot】ログイン時に端末アカウント情報が使われてしまうエラー調査,Cさん,"",2025/06/04 10:39,"","",2025/06/04,"","","",0,2025/06/04 10:39,"","","","","","","","",いいえ,"",""
172568,MatlabCoDriver,タスク,"","",終了,通常,ユーザ展開準備,Bさん,Bさん,2025/06/13 10:18,"",sprint#11,2025/06/11,2025/06/24,"","",0,2025/06/04 10:37,2025/06/13 10:18,Bさん,"","",2025/06/13,2025/06/13,0.00,0.00,いいえ,"",""
172542,データ化ツール,タスク,"","",終了,通常,【M365Copilot】TMC現地開発_アカウント切り替え対応,Cさん,Cさん,2025/06/17 09:31,"",Sprint#5,2025/06/11,2025/06/24,"","",0,2025/06/04 10:17,2025/06/17 09:31,Cさん,"","",2025/06/17,2025/06/17,0.00,0.00,いいえ,"6/12 13:30～
","可能なら専門家機にリモートデスクトップ用のpower automateを事前インストールしていただく。

砂古さんアカウントで実機にログインを行い、そこから専門家アカウントで専門家機にログインして作業をする。"
172541,データ化ツール,タスク,"","",終了,通常,【M365Copilot】新規のシステム構成図を展開,Cさん,Fさん,2025/06/11 15:50,"",Sprint#4,2025/05/28,2025/06/10,"","",0,2025/06/04 10:12,2025/06/11 15:50,Cさん,"","",2025/06/10,2025/06/11,0.00,0.00,いいえ,以前砂古さんへ展開したパワポを新規のものに更新してお渡しする(～6/10まで),""
172525,業務アシスタント-制御設計サポートAI,タスク,171646,No25_【実装】名称リストが空の場合の異常処理修正,新規,通常,レビュー,Aさん,"",2025/06/06 13:35,"",Sprint♯26,2025/06/11,2025/06/24,"","",0,2025/06/04 09:27,"",Aさん,"","","","","","",いいえ,"",""
172448,業務アシスタント作成検討,タスク,"","",新規,通常,2025年度セキュリティ監査,Mさん,"",2025/06/05 09:55,"","",2025/05/28,2025/06/10,"","",0,2025/06/03 18:57,"",Fさん,"","","","","","",いいえ,"",""
172263,業務アシスタント-制御設計サポートAI,タスク,"","",新規,通常,No25_【設計】EVマトリクス作成結果ブック出力処理設計,Aさん,"",2025/06/03 09:58,"","",2025/06/03,"","","",0,2025/06/03 09:58,"","","","","","","","",いいえ,"Goal：
対象の詳細仕様書PDF処理後に、作成結果がまとまったEVマトリクスブックを出力する処理が設計されること。",""
172262,業務アシスタント-制御設計サポートAI,タスク,"","",新規,通常,No25_【設計】EVマトリクス結果転記時のシート編集処理設計,Aさん,"",2025/06/03 09:57,"","",2025/06/03,"","","",0,2025/06/03 09:57,"","","","","","","","",いいえ,"Goal：
EVマトリクスの作成結果転記の以下のシート編集処理が設計されること。
・シート内に要望のあった数式が反映される処理
・シート名を対象の詳細仕様書PDFのファイル名にしてEVマトリクスブックに挿入する処理",""
172258,業務アシスタント-制御設計サポートAI,タスク,"","",新規,通常,No25_【設計】アップロードされた詳細仕様書PDF群の受け取り処理設計,Aさん,"",2025/06/03 09:53,"","",2025/06/03,"","","",0,2025/06/03 09:53,"","","","","","","","",いいえ,"Goal：
アップロードされたフォルダから修正後の詳細仕様書PDF群の受け取り方法が後続処理につながるように設計されること",""
172256,業務アシスタント-制御設計サポートAI,タスク,"","",新規,通常,No25_【設計】アップロードされたI/F定義書相当のファイルの受け取り処理実装,Aさん,"",2025/06/03 09:51,"","",2025/06/03,"","","",0,2025/06/03 09:51,"","","","","","","","",いいえ,"Goal：
アップロードされたフォルダからI/F定義書相当のファイルを判別し受け取り、登録/項目名情報取得処理につながること",""
172251,データ化ツール,タスク,"","",進行中,通常,【Docデータ化】フロントエンド_登録データ検索画面,Bさん,Bさん,2025/06/17 09:33,"",Sprint#5,2025/06/11,2025/06/24,"","",0,2025/06/03 09:38,"",Iさん,"","",2025/06/12,"","","",いいえ,"",""
172250,データ化ツール,タスク,"","",終了,通常,【Docデータ化】フロントエンド_分類指定画面,Bさん,Bさん,2025/06/12 09:40,"",Sprint#4,2025/05/28,2025/06/10,"","",0,2025/06/03 09:37,2025/06/12 09:40,Kさん,"","",2025/06/03,2025/06/12,0.00,0.00,いいえ,"",""
172086,走行制御DRアシスタント,タスク,171250,影響点編集画面,新規,通常,必要なDB構成の定義,Fさん,"",2025/06/13 17:44,"","",2025/06/03,2025/06/09,"","",0,2025/06/02 14:14,"",Dさん,"","","","","","",いいえ,"",""
172085,走行制御DRアシスタント,タスク,171250,影響点編集画面,進行中,通常,影響点編集の利用イメージ,Fさん,Dさん,2025/06/13 17:44,"","",2025/06/03,2025/06/09,"","",0,2025/06/02 14:14,"",Dさん,"","",2025/06/04,"","","",いいえ,"","案出し中
レビュは作業の流れが不明確な部分があるため、一旦置いておく"
172084,走行制御DRアシスタント,タスク,171247,類似行追加機能実装,新規,通常,追加機能の作成,Fさん,"",2025/06/13 17:44,"","",2025/06/03,2025/06/09,"","",0,2025/06/02 14:13,"",Dさん,"","","","","","",いいえ,"",""
172081,走行制御DRアシスタント,タスク,171247,類似行追加機能実装,新規,通常,必要なDB構成の定義,Fさん,"",2025/06/13 17:44,"","",2025/06/03,2025/06/09,"","",0,2025/06/02 14:12,"",Dさん,"","","","","","",いいえ,"",""
172078,走行制御DRアシスタント,タスク,171247,類似行追加機能実装,新規,通常,類似行の利用イメージ案の作成,Fさん,"",2025/06/13 17:44,"","",2025/06/03,2025/06/09,"","",0,2025/06/02 14:09,"",Dさん,"","","","","","",いいえ,"",""
171934,データ化ツール,タスク,"","",終了,通常,【M365Copilot】アカウント切り替え案構想,Cさん,Cさん,2025/06/10 09:09,"",Sprint#4,2025/05/28,2025/06/10,"","",0,2025/06/02 09:10,2025/06/10 09:09,Cさん,"","",2025/06/02,2025/06/10,0.00,0.00,いいえ,TMCの実機から各専門家のアカウント情報で、新たに用意した端末にログインし、そのVM上でCopilot推論を行う。,""
171760,データ化ツール,タスク,"","",終了,通常,【Docデータ化】特定のドキュメントをドキュメントインテリジェンスで読み込む際にエラーになった,Nさん,Kさん,2025/06/17 09:14,"",Sprint#5,2025/06/11,2025/06/24,"","",0,2025/05/30 14:08,2025/06/17 09:14,Kさん,"","",2025/06/17,2025/06/17,0.00,0.00,いいえ,"分類指定のプロンプト検証の際に特定のドキュメントでだけドキュメントインテリジェンスでPDFを読み込みでエラーになった。

ドキュメント名：Toyota Texas AI-Driven Real-Time Control System Pilot for Membrane Optimization.docx
大西さんテストで","6/12 デプロイ済み
→日本語が落ちる現象については別チケット：211201_un154-00j (1).pdf"
171735,走行制御DRアシスタント,タスク,"","",終了,通常,プロンプト検証,Hさん,Hさん,2025/06/13 17:45,"",Sprint#13,2025/05/27,2025/06/02,"","",0,2025/05/30 10:49,2025/06/13 17:45,Dさん,"","",2025/05/30,2025/06/13,0.00,0.00,いいえ,"","STEP1の補足とベクトル検索の検証に移行
下記の検証に移動
・現在の汎用アプリの補足が行えるか検証
・G列と変化点のベクトル検索の検証に移る

"
171724,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_面着打ち合わせ,Aさん,"",2025/06/05 15:02,"",Sprint♯25,2025/05/28,2025/06/10,"","",0,2025/05/30 10:29,2025/06/05 15:02,Oさん,"","",2025/05/30,2025/06/05,0.00,0.00,いいえ,"",""
171708,MatlabCoDriver,タスク,"","",終了,通常,東富士連携　Matlabで得られるデータ準備,Bさん,Bさん,2025/06/04 07:55,"",sprint#10,2025/05/28,2025/06/03,"","",0,2025/05/30 09:30,2025/06/04 07:55,Bさん,"","",2025/05/30,2025/06/04,0.00,0.00,いいえ,"",""
171647,業務アシスタント-制御設計サポートAI,タスク,170648,No25_【実装】項目名情報抽出時のI/F定義書のみエラーメッセージ別に修正,終了,通常,レビュー,Aさん,Oさん,2025/06/12 16:04,"",Sprint♯25,2025/05/28,2025/06/10,"","",0,2025/05/29 17:52,2025/06/12 16:04,Aさん,"","",2025/06/03,2025/06/12,0.00,0.00,いいえ,"",""
171646,業務アシスタント-制御設計サポートAI,タスク,"","",進行中,通常,No25_【実装】名称リストが空の場合の異常処理修正,Aさん,Aさん,2025/06/12 11:22,"",Sprint♯26,2025/06/11,2025/06/24,"",0.00,0,2025/05/29 17:51,"",Aさん,"","","","","",0.00,いいえ,"Goal:
・名称リスト作成時に1シートに1つも項目名がない場合に処理中断されること",""
171620,データ化ツール,タスク,"","",新規,通常,【Docデータ化】ユーザ指定分類について　（ワイガヤ）,Iさん,"",2025/06/17 09:53,"","",2025/05/29,"","","",0,2025/05/29 15:32,"",Iさん,"","","","","","",いいえ,"よくある分類のパターンを大西さんから頂きたい
列挙した課題の対策
※大西さんワイガヤ",""
171616,データ化ツール,タスク,"","",新規,通常,【Docデータ化】トピックスで新規が出てくるか？　※step2,Iさん,"",2025/06/17 09:57,"","",2025/05/29,"","","",0,2025/05/29 14:52,"",Iさん,"","","","","","",いいえ,"新しい内容があったらトピックスとして目立つように出来るか？

※大西さんワイガヤ",""
171615,データ化ツール,タスク,"","",新規,通常,【Docデータ化】次トヨタで何やるか？　※ワイガヤ,Iさん,"",2025/06/17 09:54,"","",2025/05/29,"","","",0,2025/05/29 14:49,"",Iさん,"","","","","","",いいえ,"何かの観点に従って判断して
たとえばトヨタとして何したらよいか？
※汎用アプリ側でユーザ指定

※大西さんワイガヤ",""
171613,データ化ツール,タスク,"","",新規,通常,【Docデータ化】重要度が高いもの指定(トピックス)　※RAGのユーザ指定かも　（ワイガヤ）,Iさん,"",2025/06/17 09:54,"","",2025/05/29,"","","",0,2025/05/29 14:46,"",Iさん,"","","","","","",いいえ,※大西さんワイガヤ,""
171612,データ化ツール,タスク,"","",新規,通常,【Docデータ化】後で見るから一括取り込み機能　（ワイガヤ）,Iさん,"",2025/06/17 09:54,"","",2025/05/29,"","","",0,2025/05/29 14:43,"",Iさん,"","","","","","",いいえ,"時間がかかる前提なので、複数ファイルをbatで登録したい
※大西さんワイガヤ",""
171608,データ化ツール,タスク,"","",新規,通常,【Docデータ化】ユーザメッセージからタグ(分類)をとってきて抽出するか　（ワイガヤ）,Iさん,"",2025/06/17 09:56,"","",2025/05/29,"","","",0,2025/05/29 14:28,"",Iさん,"","","","","","",いいえ,"汎用アプリのフィードバックの分類版
ユーザメッセージからそれに合う分類をAISearchから判断し、
あなたの質問からこの分類に絞りますか？の質問で絞る有無

※大西さんワイガヤ",""
171593,データ化ツール,タスク,168109,【Docデータ化】画面_PG(もろもろ),終了,通常,プロンプト読み込み・更新API作成,Bさん,Jさん,2025/05/29 10:43,"",Sprint#4,2025/05/28,2025/06/10,"","",0,2025/05/29 10:43,2025/05/29 10:43,Bさん,"","",2025/05/29,2025/05/29,0.00,0.00,いいえ,"",""
171591,データ化ツール,タスク,168109,【Docデータ化】画面_PG(もろもろ),終了,通常,プロンプト編集画面,Bさん,Jさん,2025/05/29 10:38,"",Sprint#4,2025/05/28,2025/06/10,"","",0,2025/05/29 10:38,2025/05/29 10:38,Bさん,"","",2025/05/29,2025/05/29,0.00,0.00,いいえ,"",""
171590,データ化ツール,タスク,168109,【Docデータ化】画面_PG(もろもろ),終了,通常,選択中のPDF画像ハイライト表示,Bさん,Jさん,2025/06/02 09:45,"",Sprint#4,2025/05/28,2025/06/10,"","",0,2025/05/29 10:36,2025/06/02 09:45,Kさん,"","",2025/06/02,2025/06/02,0.00,0.00,いいえ,PDFプレビューで全体表示をしたときに、選択中の分類に含まれる画像をハイライト表示する,""
171589,データ化ツール,タスク,168109,【Docデータ化】画面_PG(もろもろ),終了,通常,全体・分類絞り込み切り替え,Bさん,Jさん,2025/06/02 09:45,"",Sprint#4,2025/05/28,2025/06/10,"","",0,2025/05/29 10:35,2025/06/02 09:45,Kさん,"","",2025/06/02,2025/06/02,0.00,0.00,いいえ,PDFプレビューを全体表示に切り替えた際に、分類選択状態を維持したまま全ページのプレビュー表示を行う,""
